Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Mechanical Engineer - FM,$43K-$85K (Glassdoor est.),"As one of the world’s leading analytical instrumentation companies, Bruker covers a broad spectrum of advanced solutions in all fields of research and development. All our systems and instruments are designed to improve safety of products, accelerate time-to-market and support industries in successfully enhancing quality of life. We’ve been driving innovation in analytical instrumentation for 50 years now. Today, worldwide more than 6,000 employees are working on this permanent challenge, at over 70 locations on all continents.

Design opto-mechanical parts, equipment and packaging. Hands-on assembly, alignment and testing of complex integrated optical systems. Conducts feasibility and manufacturability studies on new and modified designs. Design testing and prototype fabrication. Produces documentation for assembly and installation of mechanical components
ESSENTIAL FUNCTIONS:
Design opto-mechanical and mechanical products and parts. Apply principles of mechanics, materials, and optics. (60%)
Assemble, align, and test complex electro-optical systems. (20%)
Assist support, service, and manufacturing team members in learning new features/products as well as identify, troubleshoot, and correct any defects. (10%)
Fabricate prototypes utilizing equipment such as mills, lathes, and 3D printers. (5%)
Research and identify customer issues. (5%)
KNOWLEDGE, SKILLS, AND ABILITIES:
Mechanical design of precision components.
Computer Aided Design (Autodesk Mechanical Desktop, Autodesk Inventor, SolidWorks).
Proficiency with optical alignment.
Machining (fabrication).
Design for Manufacturing.
ADDED CONSIDERATION:
Proficiency with opro-mechanical design.
Experience working with measurement and analog/digital I/O hardware.
Experience with confocal microscopy imaging.
Technical writing skills.

EDUCATIONAL/EXPERIENCE REQUIREMENTS:
Typically requires a minimum of 2 years of related experience
Bachelor of Science in Mechanical Engineering; or advanced degree with 5 years of experience.
Bruker Corporation offers a comprehensive and competitive benefits package including medical, dental, 401(k), paid vacation, holidays, and tuition assistance (as applicable).
Bruker is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, and other protected characteristics.
Certain positions at Bruker require compliance with export control laws and as a result, all interviewed candidates for all positions will be screened pre-interview to determine their eligibility in light of export control restrictions.",3.1,"Bruker Corporation
3.1","Madison, WI","Billerica, MA",5001 to 10000 employees,1960,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1
Machine Learning Engineer,$43K-$85K (Glassdoor est.),"We love programming and the excitement that comes with building something people use. We are the kind of people that love talking to users and can find the balance between solving a problem quickly and thinking about how your code will work in the future. We love to move fast, keep learning and get stuff done.

Our data science team is still in its early days and you'll have a big impact on our direction and how we operate. You'll be central to researching, developing and shipping products that help our customers learn and grow from their data. For this role, we're looking for people who have developed split brains--software engineers who have become great at writing machine learning code or data scientists who have become great software developers.

Technologies we use (not comprehensive!):
Python

Numpy, Scipy, Pandas

Aurora, Cassandra, Kafka

HTML, JavaScript, React

SageMaker

How you will make a difference:


Analyze large data sets (we're collecting billions of individual actions every month).
Build products that enable our customers to grow faster and communicate more effectively with their customers.
Develop machine learning models and pipelines for research and production.

Who You Are:


Have experience implementing machine learning models, data pipelines and testing frameworks for research and production use.
Have demonstrated a measurable impact based on the models you've created. It's not always easy getting a model correct, we love talking about places we got stuck and work as a team to think through ideas that could unblock us.
Have experience processing cloud-scale data using parallel, elastic, streaming and similar techniques.
Enjoy tuning and validating machine learning models and take a rigorous approach.
Understand how to profile code and optimize performance.
Aspire to correctness (e.g. in your code, in drawing conclusions from data)
Have a bachelor's or advanced degree in computer science, applied math, statistics or other relevant quantitative discipline, or equivalent industry experience.

Get to know Klaviyo

Klaviyo is the world's leading owned marketing platform known for accelerating revenue for online businesses using the channels they own like email, web, and mobile. Enabling companies to leverage these owned marketing channels, Klaviyo makes it easy to store, access, analyze and use transactional and behavioral data to power highly-targeted customer and prospect communications. And unlike other marketing platforms, Klaviyo doesn't force companies to compromise between advanced functionality or ease of use - so companies of all sizes are able to maximize their sales quickly. That's why over 28,000+ innovative companies like Unilever, Custom Ink and Eventbrite sell more with Klaviyo.",4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Scientist-Human Resources,$43K-$85K (Glassdoor est.),"Lexington, MA, US

#job-location.job-location-inline {
display: inline;
}

Company:
MIT Lincoln Laboratory
Job Summary
Responsible for the collection, synthesis, and analysis of employee data to meet organizational objectives. Gains insight into key Human Resources related business opportunities and deliverables by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining. Uses advanced mathematical, statistical, querying, and reporting methods to develop solutions. Develops information tools, algorithms, dashboards, and queries to monitor and improve business performance.

Successful candidates will have demonstrated:
Strong interpersonal, team building, communication and presentation skills to effectively communicate and collaborate with all levels of the organization.
An ability to maintain strict confidentiality as well as business and professional ethics.
Strong organizational skills, attention to detail and ability to handle multiple tasks.
Flexibility and ability to work effectively and meet deadlines in a dynamic, fast-paced environment.
Ability to perform successfully in a data driven, service-oriented environment and to interpret rules and guidelines flexibly to enhance the business values and the diverse culture.
Requirements
BS required, MS preferred in related disciplines such as Computer Science, Statistics, and/or Mathematics with 5-8 years of relevant experience.
Experience working with sensitive data, predictive analytics and behavioral science based information preferred.
Must have demonstrated experience with some or all of the following: Data and Quantitative Analysis / Decision Analytics / Predictive Modeling / Data-Driven Personalization / KPI Dashboards and BPI Plans / Big Data Queries and Interpretation / Data Mining and Visualization Tools / Machine Learning Algorithms / Business Intelligence (BI) / Research, Reports and Forecasts.
In addition, must have experience with some or all of the following: Data and Computer Science proficiency: SPSS, SAS, R, Rstats, Python, Apache Spark, Microsoft PowerBI, Matlab, HIVE, Pig, data warehouse (DW, DWH), Hadoop, Google Analytics, data mart projects, data management, machine learning, predictive analytics, prescriptive analytics, streaming analytics, SQL, Business Objects (Crystal Reports, Dashboards, WEBI), SAP BW, SAP HANA, SAP Lumera, and many and/or other products is a plus.

For Benefits Information, click http://hrweb.mit.edu/benefits

Selected candidate will be subject to a pre-employment background investigation and must be able to obtain and maintain a Secret level DoD security clearance.

MIT Lincoln Laboratory is an Equal Employment Opportunity (EEO) employer. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, veteran status, disability status, or genetic information; U.S. citizenship is required.

Requisition ID: 28943

Nearest Major Market: Boston
Job Segment:
Database, Scientific, Scientist, HR, Developer, Engineering, Technology, Science, Human Resources",4.0,"MIT Lincoln Laboratory
4.0","Lexington, MA","Lexington, MA",1001 to 5000 employees,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
Senior Machine Learning Engineer,$43K-$85K (Glassdoor est.),"Analytics
Senior Machine Learning Engineer - QuantumBlack

Boston

Apply Now

Qualifications

MSc or degree in Computer Science or a relevant subject
Strong coding skills in Python, experience with pandas, scikit-learn, matplotlib a huge plus
Practical experience with machine learning methods, such as Linear Regression, Decision Trees, Random Forest, Deep Learning, etc.
Experience in object-orientated programming such as C, C++, Java OR Scala
Deep understanding of good software engineering principles
Knowledge of technologies, such as Spark, Hadoop/MapReduce is desirable but not essential
Good knowledge of testing frameworks and libraries
Experience with a range of database management languages e.g. SQL, PostgreSQL

Who You'll Work With


You'll join us in Boston and will have the opportunity to work on complex problems with our clients across a number of domains. You will work part of a highly collaborative and cross-functional team of Data Scientists, Data Architects, Engineers and Designers.

Who you are

A core value at QuantumBlack is fusion and at the heart of our multi-disciplinary teams is the belief that the sum of individual parts will always be less than the impact of the entire team. You are a highly collaborative individual who is capable of laying aside your own agenda, listening to and learning from colleagues, challenging thoughtfully and prioritising impact. You search for ways to improve things and work collaboratively with colleagues. You believe in iterative change, experimenting with new approaches, learning and improving to move forward quickly. Trust between colleagues is paramount here – you are an individual who can always be trusted to work in the best interests of all colleagues and to achieve the best outcome for QuantumBlack and our clients. You are naturally enthusiastic and enjoy sharing your passion with others.

What You'll Do


As a Senior Machine Learning Engineer at QuantumBlack in Boston...

You are a keen problem solver who uses technology to solve complex analytical problems. You have a deep interest in Big Data technologies, Analytics and Data Science. You know how to engineer beautiful code in Python and/or Scala (and Spark) but also can read R and take pride in what you produce.

Responsibilities
Work closely with Data Scientists and Data Engineers to productionise and deploy machine learning models
Work with the guild leadership to set the standards for software engineering practices within the machine learning engineering team and support across other disciplines
Play an active role in leading team meetings and workshops with clients
Choose and use the right analytical libraries, programming languages, and frameworks for each task
Produce high-quality code that allows us to put solutions into production
Refactor code into reusable libraries, APIs, and tools
Help us to shape the next generation of our products
Rotate between client project work and internal product development in alignment with your personal development plan
Who we are

QuantumBlack teams work in multi-disciplinary environments harnessing data to provide real-world impact. We bring together the brightest data scientists, engineers and designers to take on the biggest problems facing the world’s most influential organisations. Our projects range from helping pharmaceutical companies bring lifesaving drugs to market quicker to optimising a Formula1 car’s performance. At QuantumBlack you have the best of both worlds; all the benefits of being part of one of the leading management consultancies globally and the autonomy to thrive in a fast growth tech culture.
No project is ever the same - we work across multiple sectors, providing unique learning and development opportunities internationally.
Fusing Tech & Leadership – We work with the latest technologies and methodologies and offer first class learning programmes at all levels
Multidisciplinary Teamwork - Our teams include data scientists, engineers, project managers, UX and visual designers who work collaboratively to enhance performance.
Innovative Work Culture - Creativity, insight and passion come from being balanced. We cultivate a modern work environment through an emphasis on wellness, insightful talks and training sessions.
Striving for Diversity – With colleagues from over 40 nationalities, we recognise the benefits of working with people from all walks of life.
What we do

We guide global companies through data science solutions to transform their businesses and enhance performance across industries including healthcare, automotive, energy and elite sport.
Healthcare Efficiency - We helped a healthcare provider improve their clinical trial practices by identifying congestion in diagnostic testing as a key indicator of admissions breaches.
Environmental Impact – We designed and built the first data-driven application for a state of the art centre of excellence in urban innovation by collecting real-time data from environmental sensors across London and deploying proprietary analytics to find unexpected patterns in air pollution.
Product Development - We worked with the CEO of an elite automotive organisation to reduce the 18-month car development timeframe by improving processes, designs and team structures.
Visit our Careers site to watch our video and read about our interview processes and benefits.

Industries
High Tech

Functions
Technology

Apply Now
FOR U.S. APPLICANTS: McKinsey & Company is an Equal Opportunity/Affirmative Action employer.
All qualified applicants will receive consideration for employment without regard to sex, gender
identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran
status, age, or any other characteristic protected by applicable law.

FOR NON-U.S. APPLICANTS: McKinsey & Company is an Equal Opportunity employer. For additional details
regarding our global EEO policy and diversity initiatives, please visit our
McKinsey Careers and
Diversity & Inclusion sites.",5.0,"QuantumBlack
5.0","Boston, MA","London, United Kingdom",501 to 1000 employees,2009,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Palantir Technologies, Google, Microsoft"
Machine Learning Engineer - Regulatory,$43K-$85K (Glassdoor est.),"Job Description


Summary

We develop and operate trade surveillance technologies across large and diverse markets. We care deeply about system availability, reliability, and performance. We balance speed, power, and complexity in our functional capabilities. Our mission drives us to create clarity from ambiguity. We work with billions of events each day. We live and breathe automation. If it’s broken, we fix it. If it needs refactoring, we refactor it. If it’s hard to test, we make it testable. We are looking for someone to join us in upgrading our machine learning capabilities.

Responsibilities
Analyzing, prototyping, and implementing machine learning platform technologies, models, and algorithms for use in surveillance programs
Employing a range of data processing experiences from real-time, graph, to batch for preparing model data pipelines
Explaining technical and architectural design topics like we’re five years old
Working with end-users to gather and define/refine functional requirements
Producing project documentation – high-level charter, functional requirements, technical design, and test documents
Designing and implementing or integrating data set health monitoring
Designing and implementing model training plans
Working closely with infrastructure team on server systems
Mentoring/Guiding new or less experienced/knowledgeable team members
Providing on-going application support to end-users and communicating technical information clearly to an end-user audience
Job Requirements
7 years software industry experience with one of the following technologies:
Experience with Python and/or a strong desire to learn Python
Experience with Java and/or a strong desire to learn Java
Experience with Linux or UNIX-like operating systems and knowledge of at least one scripting language
2+ years machine learning platform experience
Strong algorithmic problem solving, data analysis, and software systems design skills
Strong knowledge of data structures and algorithms
Excellent written and verbal communication skills
Must be self-motivated and have the ability to work independently as well as part of a team, requiring minimal direction and follow-up
Experience in working on multiple projects concurrently
Experience in financial, trading, exchange, banking and/or related fields is a plus
Bachelor’s Degree in Computer Science or related field preferred
Experience with Hadoop and/or SQL desirable
#LI-SS1

Cboe Global Markets is an Equal Opportunity Employer. For more information, please click the following links:

Equal Employment Opportunity is The Law (in English)

Equal Employment Opportunity is The Law (in Spanish)
Equal Employment Opportunity is The Law (Supplement)

E-Verify Participation Poster (English)

E-Verify Participation Poster (Spanish)

Right to Work Poster (English)

Right to Work Poster (Spanish)",3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL",501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1
Machine Learning Engineer,$72K-$103K (Glassdoor est.),"Machine Learning Engineer Springfield, VA

Machine Learning Engineer

Position Description

Lead developer of distributed machine learning for applications that seek to detect emerging threats, forecast behaviors, and optimize related courses of action for Joint DoD and IC programs seeking to accelerate military decision cycles, improve objectivity, and reduce surprises. This developer will leverage cloud services to feed multiple data sources into machine learning engines; coordinate the creation, validation, and use of models; integrate predictive results into application workflows; and support the interactions of user experiences to meet customer requirements. The developer will work within a broader system leveraging multiple distributed processing technologies like Spark, Knime, Elastic Search, and Amazon Web Services. The developer will need to collaborate with data scientists, data integrators, application developers, and clients in driving innovation, communicating plans/possibilities, and overseeing delivery tasks on small agile teams.

Position Tasks
Working with client stakeholders to identify business problems of significant value
Translating business problems into specific requirements to develop analytics solutions
Working closely with the customer and NuWave leadership to set strategy and define success criteria for a project
Ensuring successful deployment of client’s analytics solutions and leveraging pre-existing analytics industry knowledge and technical integration and development skills to ensure project success
Disseminating broad knowledge of analytics tools, applications and techniques
Develop applications that analyze data using descriptive, exploratory, predictive, explanatory, and prescriptive methods via automation using the latest machine learning, business intelligence, search, and intelligent data technologies.
Create and modify applications using Java, distributed processing, and web technologies as part of a broader development team.
Research, design, develop, analyze, and modify Cloud-based enterprise-wide systems and applications software.
Support Agile software development lifecycle management and deliver software meeting customer requirements and compliance standards.
Evaluate the interface between hardware and software, operational requirements, and characteristics of the overall system, identify optimizations, and convincingly communicate recommendations to customers and team.
Provide expertise in the use of Cloud architectures and solutions to support software development in a DevOps environment.
Leverage complete comprehension and wide application of technical principles, theories, and concepts in the field and apply general knowledge of other related disciplines.
Provide technical solutions to a wide range of difficult problems.
Determine and provide analysis for an approach to solutions.
Requirements
Top Secret Clearance required; SCI preferred
BS degree in CS, Statistics, Mathematics, Physics, Engineering, or similar applied quantitative discipline
Experience in trouble-shooting very complex distributed environments, including following stack traces back to code and come up with a root cause
Experience with Extract, Transform, and Load (ETL) processes, preferable including document parsing techniques and managing large data sets
Able to develop using at least Java, SQL, XML, and JSON although JavaScript, Python, Scala, and R are desirable
Experience working with Web Services environments, languages, and formats, especially RESTful APIs
Experience creating multi-step, multi-variate, time series forecasting models
Familiarity with distributed data processing architectures and frameworks, such as Hadoop, Hive, Spark, SOLR, Elastic Search, Kafka, Impala, and Cassandra
Familiarity with Amazon Web Services (AWS), such as EMR, Glue, Athena, Lambda, and S3
Experience with Qlik, Oracle BI, Knime, H20.ai, Celect, Informatica, or other Business Intelligence (BI), and machine learning technologies a plus
Applied statistics or data science experience a plus
Position Details
Location of Position: Northern VA (Chantilly/Mclean/Springfield)
Travel Required (CONUS/OCONUS): CONUS
If Travel is required, how much? 5%
Work Schedule: Day Shift
NuWave Solutions is an EOE AA M/F/Vet/Disability
Who We Are

NuWave Solutions is a leader in providing advanced technologies for Analytics and Data Management, and a passion for working with public sector customers and partners to enable innovative solutions for action through insight. Our unmatched technical expertise and dedication to teamwork and customer service enables us to help customers meet even the most complex business challenges and succeed on every engagement – with no exceptions and no excuses.

Tagged as: Machine Learning Engineer",4.4,"NuWave Solutions
4.4","Springfield, VA","Mc Lean, VA",51 to 200 employees,1999,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1
Machine Learning Engineer,$72K-$103K (Glassdoor est.),"The Video & Image Understanding Group develops and applies cutting-edge computer vision and deep learning techniques to solve problems in object detection, recognition, localization & tracking; biometrics; 3D scene reconstruction; threat detection; vision-aided navigation; and situational awareness. Our projects integrate algorithmic research, software engineering, and application system development to produce innovative capabilities that address challenging national security problems. We actively collaborate with research engineers across STR, as well as with academic researchers and industry partners to develop practical and powerful computer vision solutions.

The Role:
Develop, implement and evaluate machine learning algorithms to detect, segment, classify and track objects in diverse imaging modalities.
Apply machine learning techniques to integrate information from multiple looks and multiple modalities to improve scene understanding capabilities.
Develop and apply transfer learning and domain adaptation techniques to solve scene understanding problems where limited measured training data is available.
Perform data analysis on experimental data and identify performance improvement strategies.
Transition machine learning algorithms to prototype and/or real-time systems demonstrations.
Who You Are:
BS, MS or PhD degree in Computer Science, Electrical Engineering, Applied Mathematics or related technical discipline
Strong scientific software development skills
Independent analytical problem-solving skills
Experience in machine learning techniques, particularly deep learning
Motivated collaborator and excellent communicator to both technical and non-technical audiences
Some Other Relevant Skills You May Have:
Experience with Python and C/C++
Experience in developing and applying machine learning techniques to solving computer vision problems",4.5,"Systems & Technology Research
4.5","Woburn, MA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
Data Analytics Engineer,$72K-$103K (Glassdoor est.),"Our Data Analytics Engineer will engineer elegant and performant analytic code, predominantly in Scala (and Spark), Python and/or R. You will join a growing multi-disciplinary team of Data Scientists, Engineers, and Solutions Experts with deep domain knowledge working to develop new capabilities and workflows to solve real- world client problems.

Your work will include “notebook”-style ad hoc analytic development (similar to tools such as Beaker, Julia, Zeppelin) within the QOMPLX:OS SaaS platform as well as true server-side analytic development. Projects may include near real-time and batch-oriented data processing for analytics and simulation modeling. As an internal user of the QOMPLX platform, your experience will inform the development of the QOMPLX product suite to improve capability, usability and performance.

Our ideal candidate will have a strong work ethic, fantastic attitude and be comfortable tackling any challenge set before him or her. We provide significant flexibility and autonomy to team members, have high expectations and expect everyone to contribute meaningfully to our broader collective goals.

Responsibilities
Engineer data pipelines that handle collection, parsing, cleansing and enrichment of terabytes/petabytes of data to meet the client’s analytics needs
Developing state-of-the-art analytics ranging from ad hoc analysis to production-grade pipelines and workflows
Providing mathematical algorithms and implementations to serve the needs of data analysis workflows in QOMPLX’s modular SaaS platform
Build model management frameworks for data analytics that include both statistical and machine learning models
Understanding customer business challenges and sourcing the most appropriate data sets, algorithms, and architectures (using QOMPLX OS) to solve them quickly and cost-effectively
Own the end to end model development lifecycle and establish and adhere to best practices
Working collaboratively to ensure consistent and performant approaches for analytical code that is integrated with our commercial offerings
Interacting directly with Product, Business Analysts and Customer Success teams to support live customer deployments
Qualifications
Reside in the greater Washington D.C. area or able to relocate
Bachelor's Degree or 8 years of relevant work experience
2+ years of data analytics experience that includes data engineering & analytics
Proven expertise in Machine learning algorithms, libraries & technologies including Neural Networks
Expert knowledge of Scala and/or Python
Expert knowledge of SQL and NoSQL technologies
Experience with agile development within commercial projects or elite non-commercial research
Adept at learning and applying new technologies and solving new problems
Hands on expertise in data analytic technologies such as Apache Spark, Apache Flink, MLOps Pipelines and notebooks like Polynote/Jupyter
Experience blending analytic and simulation modeling approaches to problem solving
Effective organizational skills with strong attention to detail
Strong communication skills - both written and verbal
Desirable
Experience with graph databases and cyber security
Advanced mathematical modeling skills
About QOMPLX

QOMPLX applies artificial intelligence to solve complex, real-world problems at scale. Our Human+AI operating system, QOMPLX:OS™, blends capabilities ranging from data handling, analytics, and reporting to advanced algorithms, simulations, and machine learning, enabling decisions that are just-in-time, just-in-place, and just-in-context. If this type of environment sounds exciting reach out to us directly via application at https://www.QOMPLX .com/careers with a resume and cover letter.

QOMPLX offers a competitive salary, a full range of benefits, including 401(k) and medical, dental & vision coverage, flexible “Personal Time Off (PTO)” plan and 10+ paid holiday days per year",3.5,"QOMPLX
3.5","Reston, VA","Reston, VA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
Software Development Engineer,$72K-$103K (Glassdoor est.),"We are seeking passionate and driven Software Development Engineers who love solving big problems using well-designed and elegantly-written code. You’ll be working on cutting-edge technologies, including Big Data, Cloud Services, Analytics, Visualization, and Machine Learning to solve real-world problems for some of the biggest and most respected Fortune 500 companies in the world.
Responsibilities
Design and develop sophisticated on-premise and cloud-based software
Engage directly with major Adaptiva customers to help define the functionality of current and future Adaptiva products
Work collaboratively with product marketing, sales, solutions engineering, and support teams to ensure that Adaptiva products deliver outstanding experiences to all our customers
Requirements
Bachelors or Masters degree in Computer Science or Engineering
1-3 years of proven software development experience using C, C++, C#, or Java
Demonstrated ability to design and develop high quality code
Excellent knowledge of data structures, algorithms, and object oriented programming
Ability to develop multi-threaded, asynchronous code, using extensive synchronization mechanisms
Experience with high-volume, high-performance transaction processing systems or other high-performance client-server software
Willingness to write design documents and specifications
APPLY NOWAPAC Support ResourceBusiness Development RepresentativeMarketing Events ManagerProduct Marketing ManagerRecruiterSenior Product ManagerSoftware Development EngineerSr. Software Development EngineerSenior Solutions Architect, USHOW TO APPLY
Email your resume and cover letter to Company
Adaptiva is a leading, global enterprise systems management company headquartered in Bellevue, WA. Our breakthrough peer-to-peer distributed computing technology is trusted by hundreds of large enterprises around the world. Our environment and culture incorporate our four core values: Integrity, Excellence, Work Ethic, and Dignity of Labor. As an employer, we offer above-market compensation structures, industry-leading benefits packages, and incredible learning and growth opportunities, in a fast-paced and collaborative environment.
Job Summary
We are seeking passionate and driven Software Development Engineers who love solving big problems using well-designed and elegantly-written code. You’ll be working on cutting-edge technologies, including Big Data, Cloud Services, Analytics, Visualization, and Machine Learning to solve real-world problems for some of the biggest and most respected Fortune 500 companies in the world.
Responsibilities
Design and develop sophisticated on-premise and cloud-based software
Engage directly with major Adaptiva customers to help define the functionality of current and future Adaptiva products
Work collaboratively with product marketing, sales, solutions engineering, and support teams to ensure that Adaptiva products deliver outstanding experiences to all our customers
Requirements
Bachelors or Masters degree in Computer Science or Engineering
1-3 years of proven software development experience using C, C++, C#, or Java
Demonstrated ability to design and develop high quality code
Excellent knowledge of data structures, algorithms, and object oriented programming
Ability to develop multi-threaded, asynchronous code, using extensive synchronization mechanisms
Experience with high-volume, high-performance transaction processing systems or other high-performance client-server software
Willingness to write design documents and specifications",3.8,"Adaptiva
3.8","Kirkland, WA","Kirkland, WA",1 to 50 employees,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Machine Learning Engineer - Recommendations Platform,$72K-$103K (Glassdoor est.),"By applying for this role, you could choose to work in the following locations:
US - Remote US
San Francisco

Who We Are:

Recos Platform team builds recommendations platforms such as candidate generation and feature generation engines for product teams. The unrivaled challenges that we face at Twitter are both the data scale and the real-time nature of the product. How do you find the most meaningful content among hundreds of millions of new tweets for hundreds of millions of users every day at Twitter? We build large scale personalized recommendation engines utilizing different kinds of signals such as social network, user activity, and geolocation. Most of our work is about recommendation systems, machine learning, graph algorithms, distributed systems, and social graph analysis.

What You'll Do:

Apply your engineering skills to either improve existing recommendation systems, unlock new directions or provide entirely new ML solutions in recommendation systems within Twitter. You will work closely with live production systems and product teams, and deliver ML solutions at scale within the Twitter tech stack.

Who you are:

A machine learning software engineer with a passion for working on exciting algorithmic and deep infrastructure issues in ML environments.
Thrive on working in concert with other smart people, including from distributed offices.
Communicate fluidly, at the level of your audience, and seek to understand and be understood.
Have the ability to take on complex problems, learn quickly, iterate, and persist towards a good solution.
Take pride in polishing and supporting our products.
Work hand-in-hand with modeling engineers and data scientists, and your passion is to enable them with better infrastructure.
Requirements:

BS, MS or PhD in Computer Science with 3-5 years experience or equivalent experience.
Fluent in one or more languages like Java, Scala, C++, Python
Experience with Hadoop, Pig or other MapReduce-based architectures
Knowledgeable of core CS concepts such as common data structures and algorithms
Comfortable conducting design and code reviews
We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, color, ethnicity, ancestry, national origin, religion, sex, gender, gender identity, gender expression, sexual orientation, age, disability, veteran status, genetic information, marital status or any legally protected status.

San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",4.0,"Twitter
4.0",Remote,"San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest"
Data Scientist (Polygraph Clearance),$72K-$103K (Glassdoor est.),"Secure our Nation, Ignite your Future

Join the top Information Technology and Analytic professionals in the industry to make invaluable contributions to our national security on a daily basis. In this innovative, self-contained, Big Data environment, the ManTech team is responsible for everything from infrastructure, to application development, to data science, to advanced analytics and beyond. The team is diverse, the questions are thought-provoking, and the opportunities for growth and advancement are numerous

The successful candidate will possess a diverse range of data-focused skills and experience, both technical and analytical. They will have a strong desire and capability for problem solving, data analysis and troubleshooting, analytical thinking, and experimentation.

Duties, Tasks & Responsibilities
Working with large, complex, and disparate data sets
Designing and implementing innovative ways to analyze and exploit the Sponsors data holdings
Researching and reporting on a wide variety of Sponsor inquiries
Raising proactive inquiries to the Sponsor based on observations and proposed data analysis/exploitation
Solving difficult, non-routine problems by applying advanced analytical methodologies, and improving analytic methodologies
Developing custom searches
Communicating and coordinating with internal and external partners as needed
Required Experience, Skills, & Technologies

Thorough knowledge of appropriate analytic tools and methodologies in one or more of the following:
Applied mathematics (e.g. probability and statistics, formal modeling, computational social sciences)
Computer programming (e.g. programming languages, math/statistics packages, computer science, machine learning, scientific computing)
Ability to code or script in one or more general programming language
Experience with and theoretical understanding of algorithms for classification, regression, clustering, and anomaly detection
Knowledge of relational databases, including SQL and large-scale distributed systems (e.g. Hadoop)
Expertise with statistical data analysis (e.g. linear models, multivariate analysis, stochastic models, sampling methods)
Demonstrated effectiveness in collecting information and accurately representing/visualizing it to non-technical third parties
TS/SCI with Polygraph
Bachelor of Science or equivalent and 12-15 years related experience, but will consider all levels of experience.
Desired Experience, Skills & Technologies
Previous investigative experience using a combination of technical and analytic skills
#LI-DU1

ManTech International Corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.

If you require a reasonable accommodation to apply for a position with ManTech through its online applicant system, please contact ManTech's Corporate EEO Department at (703) 218-6000. ManTech is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. ManTech's utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equal opportunity/affirmative action policies. ManTech does not accept resumes from unsolicited recruiting firms. We pay no fees for unsolicited services.

If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access http://www.mantech.com/careers/Pages/careers.aspx as a result of your disability. To request an accommodation please click careers@mantech.com and provide your name and contact information.",4.2,"ManTech
4.2","Chantilly, VA","Herndon, VA",5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1
