Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst,$41K-$75K (Glassdoor est.),"TekWissen Group is a workforce management provider throughout the USA and many other countries in the world. Our Client is a global provider of information-based analytics and decision tools for professional and business customers. The client helps scientists make new discoveries, doctors, and nurses improve the lives of patients and lawyers win cases. They prevent online fraud and money laundering and help insurance companies evaluate and predict risk. Their events enable customers to learn about markets, source products, and complete transactions. In short, There are enable customers to make better decisions, get better results and be more productive.

Summary:
This position performs data management and analysis tasks within a specific functional area or data type. Requires heavy communication with data sources/contacts.
The client is a market-leading online brand growing our customer base and seeking a data analyst with large data sets at the Client's office in Chicago.
This position is focused on developing Client Payment enterprise products. Our products are used by the banking industry, as well as companies that wish to ensure reliable payment transfers. Our database has every bank office in the world. Our content team updates that data every day to ensure that our customers have the latest, most reliable data needed to process cross-border and domestic payments.
Qualifications:
3+ years’ experience in the data management area with an analytical competency demonstrated or 3+ years of experience as a Business Analyst.
Bachelor’s Degree (Engineering/Computer Science preferred but not required); or equivalent experience required.
Technical Skills:
Proficiency in languages such as SQL, XML, and Linux scripting, etc.
Experience with xQuery preferred.
Proficiency with data analysis tools and processes.
Excellent proofreading skills to see how data and facts can be linked together to create more meaningful conclusions.
Ability and desire to learn new processes, tools, and technologies.
Strong research and analytical skills.
Attention to detail.
Strong oral and written communication skills.
Accountabilities:
Business support through data analysis and research.
Write medium to high complexity queries to assess data for research purposes.
Independently run data statistics, including coverage stats, field populations, etc.
Run data profiles.
Support business or other data engineering teams with data subject matter expertise.
Complete new data evaluations for diverse audiences.
Create data documentation including mappings and quality thresholds.
Investigate, track, and report data issues.
Conducts data review and verification and ensures corrections/clarifications are made in a timely manner.
Strong level of intimacy within a specific data content area.
Provide technical problem solving to less technical teams (customer service, consumer advocacy, etc.).
Undertake and complete new data onboarding and/or production data management functions as assigned/required.
Utilize various data workflow management and analysis tools.
Resolve and/or guide data sources in resolving basic data issues within a specific functional areas or data types.
Produce basic ad hoc data counts, stats, examples as required.
All other duties as assigned.
Job Type: Contract

Pay: $30.00 - $35.00 per hour

Experience:
data analysis tools and processes: 1 year (Preferred)
Data Analyst: 1 year (Preferred)
SQL: 1 year (Preferred)
XML: 1 year (Preferred)
Business analyst/ Business analysis: 1 year (Preferred)",4.5,"TekWissen LLC
4.5","Chicago, IL","Ann Arbor, MI",501 to 1000 employees,2009,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1
Data Analyst,$41K-$75K (Glassdoor est.),"Geo-Instruments, Inc provides geotechnical and structural monitoring services. We manufacture, supply, install, and integrate geotechnical and structural sensors, along with geomatic systems. We automate the collection, processing, visualization and delivery of data.

We are currently looking for data analysts in our Narragansett, RI office to support in the automation, integration, and maintenance of our data collection and data visualization software platforms.

Responsibilities:
Configurating the automated collection of data from our deployed monitoring devices.
Validating the accuracy of the data being collected.
Writing and implementing scripts for data processing and data parsing.
Setting up our customer facing web platform for data visualization.
Performing daily system checks and maintaining system functionality.
Providing customer support and troubleshooting.
Experience and Skills:
Positions are available for both entry level and experienced data analysts with a strong background in math, analytics, statistics, and programming.
Excellent written and verbal communication.
Proficiency with MS Word, Excel, Outlook.
Familiar with SQL, Python, or R.
Ability to analyze and troubleshoot information.
Ability to multi-task in a fast-paced environment.
Ability to meet strict deadlines.
Excellent organizational skills.
Experience in Instrumentation systems, remote measurements, electromechanical systems, robotics, and basic techniques is a plus.
Experience in geotechnical instrumentation, vibration monitoring or construction experience is a bonus.",3.2,"Keller Foundations
3.2","Narragansett, RI","Odenton, MD",1001 to 5000 employees,1990,Company - Private,-1,-1,$100 to $500 million (USD),-1
Data Processing & Performance Analyst,$41K-$75K (Glassdoor est.),"The Brink’s name is a promise to respect the trust we’ve earned in over 150 years in business. Every employee honors that promise by offering the highest levels of service and support to our customers. We take pride in our work, and we share a passion about our future. Learn why so many people have made the choice to join our team – and stay here.

Job Title

Data Processing & Performance Analyst

Job Description

Brink’s Global Services is a division of Brink’s Inc, the world’s premier provider of secure logistics and security solutions in more than 122 countries across 5 continents. Brink’s Global Services specializes in the secure transportation and handling of valuable goods throughout the logistic value chain, from raw materials and components to finished products within the mining, banknote, precious metal, jewelry, security, art and pharmaceutical industries The company has a proud history of providing growth and advancement opportunities for its employees. We have a challenging opportunity for a Data Processing & Performance Analystbased out of our JFK, New York location.

Job Summary:
The Data Processing & Performance Analyst is responsible for overall data gathering, analysis, and administration of: operating procedural, metrics tracking, communication, and TQM & Lean Development initiatives. This position assists with the development and implementation of performance improvement initiatives and controls used in the US Brink’s Global Services (USBGS) network.

Key Responsibilities:
Serve as the primary contact in USBGS for all service-level communications with the USBGS network branches
Daily follow up with the network for coordination of operational activities
Daily management of key performance measures such as POD (Proof of Delivery)
Work closely and objectively with other department personnel to obtain system/process data in support of consolidated performance development
Data entry/data management at large scale
Participate in execution, implementation and monitoring of process improvement initiatives and performance metrics
Auditing of various regulatory compliance requirements and creation of document packets for Customers and relevant Authorities
Work with branches to ensure process efficiencies are implemented and maintained
Work with varies departments to assure that branches are providing acceptable levels of service
Conduct Inter-Company Charges (BTC) analysis, and report irregularities and other findings
Provide reports and analysis, including performance, financial and cost savings summaries
Develop process related training programs & materials for both USBGS and branch staff, and conduct on-going training/development initiatives
Travel to branch locations to conduct inquiries, analysis and audits
Perform other duties as assigned or necessary
About Brink’s


Brink’s is the global leader in security and logistics services, trusted by banks, financial institutions and businesses in both public and private sectors. We deliver the currency of the world to businesses in our communities. We do it because we’re needed. We do it because we’re trusted and valued. We do it because it makes us proud. Brink’s Proud.

What’s Next?


Thank you for considering applying for a job at Brink’s U.S. To be considered for this position, you must complete the entire application process, which includes answering all prescreening questions and providing your eSignature.

Upon completion of the application process, you will receive an email confirming that we have received your application. We will review all candidates and notify you of your status should we deem you fit for a job. Thank you again for your interest in a career at Brink’s U.S. For more information about future career opportunities, join our talent network, Like our Facebook page or Follow us on Twitter.

Brink’s is an equal opportunity/affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, marital status, protected veteran status, sexual orientation, gender identity, genetic information or history or any other characteristic protected by law. Brink’s is also committed to providing a drug free workplace.

We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity, status as a veteran, and basis of disability or any other federal, state or local protected class.",3.1,"Balance Innovations
3.1","New York, NY","Lenexa, KS",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1
Data Analyst,$41K-$75K (Glassdoor est.),"Process data extracts from various systems into Excel transactional tables
Maintain and distribute reports based upon transactional history
Receive and process approvals/edits based upon report and data analysis from operational groups
Work with other groups to process master data updates and ensure data integrity
Process approved transactions into financial system
Assist in analytical reporting for both transactional and other business areas to help drive improvements.
Provide data audits and data analysis as needed.
Provide strategic advice on technological improvement to data management
Bachelor’s degree
Proven experience in data analytics, business analysis
Attentive to detail
Deadline driven
Problem solving
Proficient in Microsoft Excel (pivot tables / v look-ups)
Analytical skills
Knowledge of Salesforce, SQL are beneficial, but not required",2.2,"Case Snow Management Inc
2.2","North Attleboro, MA","Attleboro Falls, MA",1 to 50 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",$5 to $10 million (USD),-1
Data Analyst,$41K-$75K (Glassdoor est.),"Senior-Level (12-18 years experience)

Overview and Deliverables: The team seeks a highly motivated Data Analyst to join our team to provide the following expert support to an Intelligence Community (IC) client:
Design data management strategies and frameworks;
Work directly with the client to assist in the management of their data, including tagging and storing data, sorting data by various metadata elements, and preparing data for export to commercially available software for further analysis;
Engage in architecture planning, software development, and commercial cloud services (C2S) transitions.
Skill/Position Requirements:
Demonstrated experience developing and/or retaining data repositories and data infrastructures, or creating new ones;
Experience developing and documenting models to perform cost regression analysis and time-phasing/trend analyses or historical and future projection models;
Ability to identify data sources and integrate them with other sources and tools;
Ability to develop concise executive level presentations detailing findings;
Demonstrated excellent communications skills, oral and written.
Desired Skills:
For a senior level position, candidate must possess a master’s or PhD degree in Statistics, Economics, Computer Science, Engineering or related quantitative field with 12 years of experience, or a bachelor’s degree in these fields with 15 years of experience.
For a mid-level position, candidate must possess a master’s or PhD degree in Statistics, Economics, Computer Science, Engineering or related quantitative field with five years experience or a bachelor’s degree in these fields with 8 years of experience.
Broad domain knowledge across multiple intelligence missions and disciplines (e.g., SIGINT, GEOINT, HUMINT, OSINT, and MASINT, etc.);
Understanding of multi-discipline data analytic tools and their associated meta-data tagging standards and practices;
Proficiency in data manipulation and statistical packages (SAS, SPSS, Matlab and R); and
Familiarity with role and missions of Intelligence Community elements, and their mission priority frameworks.
Clearance: Candidates need to be TS/SCI-cleared with polygraph.

Job Type: Full-time

Pay: $105,000.00 - $180,000.00 per year

Benefits:
Dental Insurance
Health Insurance
Paid Time Off
Schedule:
8 Hour Shift
Monday to Friday
Security Clearance Required:
Top Secret (Required)
Work Location:
One location
Company's website:
www.analyticsolutionsgroup.net
Work Remotely:
No",4.4,"Analytic Solutions Group
4.4","McLean, VA","Falls Church, VA",51 to 200 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $5 million (USD),-1
CLUB Data Analyst 1/2,$41K-$75K (Glassdoor est.),"Position’s General Purpose:

Responsible for analysis and execution of cross-functional CLUB acquisition, activation and retention strategies. Position is responsible for research on CLUB credit risk and portfolio management activities, including credit policy, collections, fraud, operations and accounting. Lead marketing programs and execute new and existing activities that support overall marketing strategies.

Key Responsibilities:

Analyze existing marketing strategies to identify opportunities to enhance CLUB acquisition, activation and retention. Create and review reports and analysis to determine how key business drivers can be manipulated through marketing programs and/or enhanced operations.

Research trends on the CLUB credit card portfolio to provide insights into performance and guide business priorities.

Analyze, develop, execute and validate marketing processes to support marketing strategies. Identify and execute process improvements and maintain accurate documentation of processes. Ensure effective and efficient integration with other business units.

Retrieve information from a data warehouse using Structured Query Language (SQL) and other various sources including auditing and validating the data.

Create clear and concise dashboards on KPI’s and metrics using BI software tools (DOMO).

Develop and execute projects related to data and analytical needs.

Able to deliver accurate results within expected deadlines.

Develop and maintain relationships with internal and external partners through regular, proactive communication. Coordinate and execute training on projects. Support and coach department analysts and specialists on understanding and interoperating data specific to each business function.

Other duties as assigned by management.

Education and Experience:

Minimum Degree Required: Bachelor’s Degree in Business, Finance, Statistics, Economics, or Math.

Experience: 1-2 years of analytics experience or Master’s Degree in relative field preferred.

Knowledge of qualitative and quantitative methodologies required.

Ability to create, implement and oversee various data models.

Ability to handle large datasets using SQL, SAS, R or another similar programming language.

Proficiency in Windows, Excel, Word and PowerPoint software. Experience in data visualization preferred.

Strong communication (written and verbal), mediation (conflict resolution) and facilitation skills

Self-starter; demonstrates personal initiative and willingly assumes responsibility and ownership.

Ability to build strong working relationships with internal and external customers.

Customer focused behavior.

Exemplary standards of integrity, personal work ethic and continuous involvement in self-education and development.

Ability to consistently exceed customer expectations and show commitment to Cabela's & Bass Pro Core Values.

Cabela's",3.2,"Bass Pro Shops
3.2","Lincoln, NE","Springfield, MO",10000+ employees,1971,Company - Private,General Merchandise & Superstores,Retail,$2 to $5 billion (USD),-1
Data Analyst,$41K-$75K (Glassdoor est.),"Job Description

Data Analyst
One of our top LA clients is looking for a Data Analyst to join their team, this is a newly created position! They are one of the largest hedge funds on the West Coast and are managing over $25B in assets. Technical Connections has staffed over half of their technology team in the past 15 years. The Data Management team is responsible for governance over trading related data including security attributes, position-level characteristics, and risk metrics.

We are unable to sponsor H1B Visas at this time.

Who are you?
You have at least two years of experience working for a hedge fund, fixed-income asset manager, investment bank, or financial technology company focused on capital markets.
You have a passion for all things data, you enjoy working closely with the trading floor, trading desk and compliance teams. You will also interface with Tech, portfolio management, fund accounting and regulatory reporting.
You are willing to take the time to learn how security attributes impact the departments listed above.
You have a Bachelor’s degree (or higher) from an accredited school, preferably a top school.
Financial products are something you are passionate about including bonds, structured products, loans, CDS, equities, options, etc.
Proficiency with Excel, or BI Tools, helpful to have experience with Bloomberg and SQL.
What’s in it for you?
An excellent leadership team who fosters growth, low turnover. Very stable company, have been in business for 25 years, free lunch, awesome Century City location, 100% paid medical benefits, competitive salary and bonus.
Note: Our client conducts and extensive background check including: Drug, Credit, Criminal, Education and Employment Verification.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
◄",4.2,"Technical Connections
4.2","Century City, CA","Los Angeles, CA",1 to 50 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1
Data Analyst,$41K-$75K (Glassdoor est.),"Job Summary

We are looking for someone who can be equally passionate about data analytics and education to connect multiple internal teams with impactful insights that help them make better decisions. As a Data Analyst, you will work cross functionally with Product, Sales, and Data Engineering teams to define business requirements and turn data into actionable analysis for the organization. Analyze large, diverse datasets in both ad-hoc and repeatable fashions to shape, build, and sell product offerings.

This position will be in: Arlington, VA (Clarendon metro)

Essential Functions/Responsibilities
Data Analytics (40%) Develop and iterate on quantitative reports, analysis, and insights that demonstrate customer ROI and create data-informed recommendations for Sales and Product teams.
Business Intelligence Product Development (40%) Engage with Product Design Teams to build out actionable dashboards and work with Data Engineering and QA teams to deliver and maintain client-facing analytics projects.
Data Curation (20%) Work to standardize datasets and metrics used by business users and other analysts across the organization by focusing on data integrity, data catalogs, and other helpful documentation.
Minimum Qualifications
2+ years of professional experience in quantitative analysis required
Bachelor's degree required (degree in Business, Engineering, Informatics, or Math preferred)
Proficiency using a BI tool to visualize findings and analysis (Tableau preferred)
1+ years data modeling experience turning business requirements into data objects
1+ years of experience with querying languages (e.g. SQL) and/or scripting languages (e.g. Python, R)
Working knowledge of end-to-end data pipelines and ETL or ELT paradigms preferred
Excellent communication skills with the ability to establish analytic and technical credibility with a variety of stakeholders
Demonstrated experience translating complex technical solutions into easy-to-digest information
Experience working with a sales team or product management team preferred
Understanding of predictive modeling and tools would be a bonus
Knowledge of Hobsons products would be a bonus
Hobsons recognizes the importance of taking care of our most valuable assets our employees. That's why we not only offer a comprehensive total rewards package but also continuously evaluate our offerings to meet the evolving needs of our workforce.

Benefits Include (but may vary depending on location):
Affordable and Competitive Medical, Dental and Vision Insurance Plans
401(k) Plan with Match
Flexible PTO offering for all Exempt roles
Substantial time off for all Non-Exempt roles, including Floating Holidays and Premium Days for Volunteering, Personal Wellness and/or School Conferences/Visits
Education/Tuition Reimbursement
Life, AD&D, Short-term and Long-term Disability Insurance
Flexible Spending Accounts (FSA)
Voluntary Employee Programs: Legal Services, ID Theft & Credit Monitoring
Work-Life Balance & Culture
Company Closes December 24th through January 1st as a Paid Holiday
Generous Holiday Schedule
Employee Referral Bonus Program
Casual Dress Environment
Flexible Work Arrangement Opportunities
Fitness Program Membership Discounts
Hobsons Annual Achievement Awards Event
Employee Funded Charity Programs
Adopt A Class - Local Community Involvement
Work Perks Discount Program


To view our comprehensive list of total rewards benefits, please visit: www.hobsons.com/careers/why-work-here. To learn more about Hobsons, and our products: Naviance, Intersect and Starfish, visit our corporate web site at www.hobsons.com and follow us on LinkedIn, Facebook and Twitter.

Ability to document identity and employment eligibility within three (3) days of original appointment as a condition of employment in compliance with Immigration Reform and Control Act requirements.

Hobsons is an Equal Employment Opportunity (EEO) employer and welcomes all qualified applicants. Applicants will receive fair and impartial consideration without regard to race, sex, sexual orientation, gender identity, color, religion, national origin, age, disability, veteran status, or another legally protected status.",3.4,"Hobsons
3.4","Arlington, VA","Cincinnati, OH",201 to 500 employees,1974,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
Data Analyst,$41K-$75K (Glassdoor est.),"Our client, a major biopharmaceutical company, is currently seeking an Data Analyst for a 3 month assignment with potential to extend. This position is in North Chicago, IL.

By working for our client, you will be exposed to an industry-leading corporation, having over 32 billion dollars in revenue. You will work in a fast-paced corporate environment and be an integral part to the Data Analytics Team.

In addition to working with the world’s most recognized and trusted name in staffing, Kelly employees can expect:
Competitive pay
Paid holidays
Year-end bonus program
Recognition and incentive programs
Access to continuing education via the Kelly Learning Center
The hours for this position are as follows:
Monday to Friday 8am to 5:00pm
Ã¢??Your responsibilities will include (but not limited to):
Data analysis to establish effective concierge methodology for additional sites
Create, monitor, and update project plans/spreadsheets
Proactively work with concierge teams to identify project risk and issues
Monitor, measure and communicate weekly status to manager
Attend meetings, participate in conference calls, and generate written status reports and/or final written reports.
ualifications:
Bachelors degree required
5+ years of relevant experience required
Master of Excel
**Important information: This position is recruited for by a remote Kelly office, not your local Kelly branch. If you have questions about the position or are interested please email a word copy of your resume to (kaif941@kellyservices.com)

Why Kelly®?


As a worker today, its up to you to take charge of your career and look for opportunities to learn, grow, and achieve your potential. Helping you find whats next is what were all about. We know whats going on in the evolving world of workjust ask the nearly 500,000 people we employ each year. Connecting with us means getting the support, guidance, and opportunities needed to take your career where you may have never imagined.

About Kelly®


At Kelly, were always thinking about whats next and advising job seekers on new ways of working to reach their full potential. In fact, were a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live. Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.

Kelly is an equal opportunity employer committed to employing a diverse workforce, including, but not limited to, minorities, females, individuals with disabilities, protected veterans, sexual orientation, gender identity. Equal Employment Opportunity is The Law.
#KellyGTS

]]",3.4,"Kelly
3.4","North Chicago, IL","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation"
Data Analyst,$41K-$75K (Glassdoor est.),"Who We Are

At Cross River, we are building the best banking and technology products for fintechs, all through APIs. As venture-backed pioneers of the platform-based financial services model known as the sponsor, or partner, bank, we work closely with our partners to offer products such as payments rails and loan origination services to the latest in regulatory and compliance solutions. What drives us every day? A desire to innovate in the service of financial inclusion. Giving access to consumers, whether they are looking for credit or for a better way to pay has been in our DNA from day one. Our nimble, adaptive, one-step ahead culture is powered by our people, their creativity, tech-forward thinking, and collaborative spirit, we are experiencing explosive growth.

What we are looking for

Cross River’s Technology team is made up of problem solvers hungry to perfect new products and systems. As SQL Developer, you play a key role. In this role you will focus on SQL reporting. The Technology team cares about results, not activity, and we have fun doing it. If you like challenging problems are analytical, and a great team player—we want to hear from you!

Responsibilities:
Using SQL Server Reporting Services, Tableau, Domo, or SAS
Design, develop, optimize, maintain and support ETL processes using data warehouse design best practices and SQL Server Integration Services (SSIS) to integrate data from multiple source systems into a Data Warehouse, cleansing data, transforming and loading data from multiple formats using SSIS and stored procedures
Create and optimize SQL Statements, Procedures and Functions
Modify databases according to requests and perform tests
Solve database usage issues and malfunctions
Liaise with developers to improve applications and establish best practices
Ensure all database programs meet company and performance requirements
Research and suggest new database products, services and protocols
A successful candidate will have hands-on experience in a multitude of domains; including, but not limited to database design, data warehousing, business intelligence, big data, database tuning, application optimization, security, virtual computing and storage, incident tracking, and general database administration
Documenting procedures for all tools / processes you create.
Qualifications:
Working independently or minimal supervision
Proven work experience as a Database developer
5 years’ experience with SSRS
Hands on experience with SQL
Knowledge of software development and user interface web applications
Familiarity working with .Net Framework, JavaScript, HTML and Oracle
Excellent analytical and organization skills
An ability to understand front-end users’ requirements and a problem-solving attitude
Excellent verbal and written communication skills
BSc degree in Computer Science or relevant field
Preferred qualifications:
SQL Server Reporting Services, Tableau, Domo, or SAS
Experience with C# .Net development
Cross River is an Equal Opportunity Employer. Cross River does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.",3.6,"Cross River Bank
3.6","Fort Lee, NJ","Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1
Data Analyst,$41K-$75K (Glassdoor est.),"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue exceeding $25 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, improving patient diagnostics and therapies or increasing productivity in their laboratories, we are here to support them.

How will you make an impact?
You will be a part of the fast-growing field of Clinical Diagnostics developing algorithms for molecular diagnostics based on real-time PCR technologies. Your interaction and collaboration with a talented team of software and hardware designers will revolutionize healthcare through low-cost and high throughput diagnostic systems.

What will you do?
Data analysis & experimental design - work closely with SMEs (molecular biologist, engineers, etc) to improve instrument performance and analyze experimental data
Develop software for data mining large datasets
Develop classification algorithms and model data
Collaborate and communicate with various teams and business units
How will you get here?
Education
Bachelors in Molecular Biology, Biology, Chemistry, Applied Mathematics, Physics, Electrical Engineering, Computational Biology, Biostatistics, Bioinformatics, Computer Science or related discipline; postgraduate degree (Masters, PhD) is highly preferred

Experience
3+ years of product development experience (biotechnology industry preferred)
Strong hands on data analysis, modeling, and classifiers experience
Excellent programming skills in C++, Java and Python
Experience utilizing Matlab, JMP, R, or SPSS
Knowledge, Skills, Abilities
Understanding of clinical trial design and evaluation
Knowledge in Molecular Biology, qPCR, Clinical Diagnostics
Prior experience with US-FDA 510k product development/submission, 21 CFR Part 11, and ISO 13485 is highly preferred
Ability to present and communicate data analysis results to non-experts
Ability to work independently and in a team environment
Our global team of more than 75,000 colleagues delivers an unrivaled combination of innovative technologies, purchasing convenience and pharmaceutical services through our industry-leading brands, including Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific, Unity Lab Services and Patheon. For more information, please visit www.thermofisher.com.

Apply today! http://jobs.thermofisher.com",3.5,"Thermo Fisher Scientific
3.5","South San Francisco, CA","Waltham, MA",10000+ employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Illumina, Agilent Technologies, Roche"
Data Analyst,$41K-$75K (Glassdoor est.),"Money Map Press is looking for an experienced Data Analyst to support their in-house Business Intelligence team. This role will work in unison with an in-house Data Architect to create an ecosystem of timely, accurate and actionable data repositories that can drive business decisions. You will have the opportunity to collaborate with internal stakeholders and business units, leverage the latest technology platforms and have many resources at your disposal.

Create 360-view of consumer in BI platform (Tableau) – including custom metrics and dimensions to support strategic goals, marketing priorities and business units.
Maintain open lines of communication with each business unit to translate questions and requirements into reports, dashboards and views for Data Architect.
In accordance with Data Architect's vision, create executive-level dashboards and automate delivery via email, app, web per user needs and user technical competency .
Become Product Owner for any analytical platform, tool or technology and create a strategy that serves various analytical needs.
Identify statistically significant patterns, correlations, and compiling questions raised by ad-hoc analysis.
Improve understanding of the business and contribute to marketing ideas.
Create and maintain thorough report documentation and methodology.
Excellent coordination skills, able to manage multiple projects and meet deadlines.
Work with Data Architect to customize BI solution to drive revenue gains and solves business problems.
Create mockups, technical requirements and use cases and testing procedures for new dashboards, reports or ad-hoc deliverables.

3+ years experience in data analysis, marketing reporting, vendor/client relations.
Excellent communication skills.
Experience in Financial Services Industry preferred.
Must thrive in a fast-paced, constantly changing environment with tight deadlines and multiple priorities.
Experience with BI platforms, Tableau a plus.
If interested, please submit a resume and cover letter to the link provided.
About Money Map Press
Money Map Press is a group of top experts focused on the global economy. Led by veteran publisher Mike Ward, they have one goal: to make investing profitable. Their subscribers get access to a team of investment experts with more than 250 years of combined experience who deliver analysis and actionable investing ideas to put subscribers on a path to greater wealth.
Working there can be heaven on Earth for someone who is hungry to learn and have a fun, fulfilling career.
But it’s not the place for everyone...
One of the qualities you need to possess to make it at Money Map Press is drive. And we mean “through-the-roof” kind of drive. The kind of drive that can – and has, actually – double a company’s size and revenues in just 18 months.
If passion drives everything you do, Money Map Press is looking for you.
Money Map Press is an Equal Opportunity Employer and complies with all applicable Federal, State and local employment laws. No question in this Application is intended to elicit information in violation of any such law, nor will any information obtained in response to any question be used in violation of any such law. Applicants with disabilities who require a reasonable accommodation to participate in the application and/or interview process may contact us at here@14west.us to arrange for such accommodation.
#MOVEWESTWORD
#LI-MV1",4.3,"14 West
4.3","Baltimore, MD","Baltimore, MD",201 to 500 employees,2001,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
"Contractor, Research and Data Analyst",$41K-$75K (Glassdoor est.),"Los Angeles, CA

Team Rubicon is looking for a contract research and data analyst with social science/behavioral research experience to join the Insights and Continuous Improvement team. This contract will be hourly based at 15-20 hours/week for a three-month term with the potential to renew through the full calendar year. Projects and duties over the course of the contract may vary depending on organizational and disaster response demands. This position may work remotely at flexible hours but must be available at least 10 hours per week at standard Pacific time business hours.

This position will require you to carry out existing survey design and research in addition to setting up and running studies related to new research initiatives to support understanding our membership and clients. You will be responsible for standardizing measures across surveys, running studies, downloading data, analyzing data and creating reports of findings. This position requires attention to detail and responding to study issues that arise in a timely manner. This position also requires the ability to work on multiple projects at once and to coordinate with other TR stakeholders, including ensuring strategic research initiatives are addressed as well as ensuring timely distribution of surveys.

Minimum Qualifications:
Graduate degree in social sciences, statistics, business administration or related field; or equivalent experience.
Advanced proficiency and real world experience with statistical software (e.g. SPSS, SAS, Strata, Microsoft PowerBI or other data visualization tool)
Advanced proficiency and real world experience with Qualtrics or other survey generation tool
Extensive experience with advanced statistical methods (regression, analysis of variance), scale variables, etc.
Advanced proficiency and experience with databases/extracts/tables and merging data from different sources
Advanced proficiency and experience with statistics/data analysis and data reporting
Experience with data cleaning and data transformation
Familiarity with survey coding
Desired Competencies:
Detail oriented and analytic with the ability to keep the big picture in mind
Comfortable with working independently while meeting deadlines and reporting progress
Availability to collaborate in virtual meetings with key stakeholders
Ability to facilitate virtual meetings with a variety of stakeholders
Ability to communicate and report out findings to meet the needs of a variety of stakeholders including executive leadership, donors and client partners
Efficient and thorough approach to analytic methods that support evidence based decision-making
Relational and cultural competence
Detail-oriented; appreciates tedious, multi-faceted dynamics
Emotionally resilient; tolerates stress
Note: Along with your resume, please include a statement of interest outlining your experience (especially any related to international policy or public health) and clearly articulating your academic and degree level with GPA equivalency score. We may be asking for documentation as proof during on-boarding. All applicants are subject to a background check and must be legally authorized to work in the United States without visa sponsorship. This position is remote at the moment. Priority may be reserved for applicants willing to work in Los Angeles Headquarters when we are safely able to resume working in-office.",4.4,"Team Rubicon
4.4","Los Angeles, CA","Los Angeles, CA",51 to 200 employees,2010,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),-1
